=== distribution=random ===
CSV,NVIDIA H100,36.00,300000000,1,1,1633.97,712.70,2346.67,15.3409,14.40,1.20,15.60,0.4
CSV,NVIDIA H100,36.00,300000000,1,1,1207.03,717.87,1924.90,18.7023,14.40,1.20,15.60,0.4
CSV,NVIDIA H100,36.00,300000000,1,1,1211.02,712.55,1923.56,18.7153,14.40,1.20,15.60,0.4
=== distribution=sorted ===
CSV,NVIDIA H100,36.00,300000000,1,1,1104.58,487.22,1591.80,22.6159,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300000000,1,1,680.27,489.81,1170.07,30.7673,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300000000,1,1,679.87,488.70,1168.57,30.8069,9.60,1.20,10.80,0.3
=== distribution=reversed ===
CSV,NVIDIA H100,36.00,300000000,1,1,1109.25,502.98,1612.22,22.3294,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300000000,1,1,677.83,505.05,1182.88,30.4342,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300000000,1,1,680.85,503.70,1184.55,30.3914,9.60,1.20,10.80,0.3
=== distribution=all_equal ===
CSV,NVIDIA H100,36.00,300000000,1,1,1125.47,805.05,1930.52,18.6478,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300000000,1,1,702.50,809.78,1512.28,23.8052,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300000000,1,1,707.83,819.14,1526.97,23.5761,9.60,1.20,10.80,0.3
=== distribution=zipfian ===
CSV,NVIDIA H100,36.00,300000000,1,1,1634.02,716.01,2350.03,15.3189,14.40,1.20,15.60,0.4
CSV,NVIDIA H100,36.00,300000000,1,1,1211.72,710.83,1922.56,18.7251,14.40,1.20,15.60,0.4
CSV,NVIDIA H100,36.00,300000000,1,1,1213.36,710.92,1924.28,18.7083,14.40,1.20,15.60,0.4
