=== GPU 0 (node 0) ===
CSV,NVIDIA H100,36.00,300005811,1,1,1121.30,713.65,1834.95,19.6195,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,698.45,713.14,1411.59,25.5037,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,698.26,715.28,1413.54,25.4684,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,697.35,715.40,1412.75,25.4827,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,697.67,716.85,1414.52,25.4508,9.60,1.20,10.80,0.3
=== GPU 1 (node 0) ===
CSV,NVIDIA H100,36.00,300005811,1,1,1119.84,717.98,1837.81,19.5889,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,696.29,719.51,1415.81,25.4277,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,700.38,718.86,1419.24,25.3662,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,697.26,715.37,1412.63,25.4848,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,697.05,718.36,1415.40,25.4350,9.60,1.20,10.80,0.3
=== GPU 2 (node 1) ===
CSV,NVIDIA H100,36.00,300005811,1,1,1123.98,716.02,1840.00,19.5656,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,702.11,715.50,1417.60,25.3955,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,699.20,717.43,1416.62,25.4130,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,697.27,713.46,1410.73,25.5192,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,699.12,713.75,1412.86,25.4807,9.60,1.20,10.80,0.3
=== GPU 3 (node 1) ===
CSV,NVIDIA H100,36.00,300005811,1,1,1117.40,714.40,1831.79,19.6533,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,700.44,712.68,1413.13,25.4759,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,700.43,713.28,1413.71,25.4653,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,698.10,715.34,1413.45,25.4702,9.60,1.20,10.80,0.3
CSV,NVIDIA H100,36.00,300005811,1,1,699.16,711.64,1410.80,25.5180,9.60,1.20,10.80,0.3
