=== GPU 0 ===
CSV,NVIDIA H100,90.00,750007060,1,1,2664.90,3148.43,5813.33,15.4818,24.00,3.00,27.00,0.3
CSV,NVIDIA H100,90.00,750007060,1,1,2354.83,3122.66,5477.50,16.4310,24.00,3.00,27.00,0.3
CSV,NVIDIA H100,90.00,750007060,1,1,1810.70,1843.17,3653.87,24.6317,24.00,3.00,27.00,0.3
=== GPU 1 ===
CSV,NVIDIA H100,90.00,750007060,1,1,1928.78,1856.10,3784.88,23.7790,24.00,3.00,27.00,0.3
CSV,NVIDIA H100,90.00,750007060,1,1,2115.53,3337.97,5453.50,16.5033,24.00,3.00,27.00,0.3
CSV,NVIDIA H100,90.00,750007060,1,1,2422.31,3329.85,5752.16,15.6465,24.00,3.00,27.00,0.3
=== GPU 2 ===
CSV,NVIDIA H100,90.00,750007060,1,1,1989.48,1889.04,3878.52,23.2050,24.00,3.00,27.00,0.3
CSV,NVIDIA H100,90.00,750007060,1,1,1964.96,3028.51,4993.46,18.0237,24.00,3.00,27.00,0.3
CSV,NVIDIA H100,90.00,750007060,1,1,2079.12,3455.36,5534.48,16.2618,24.00,3.00,27.00,0.3
=== GPU 3 ===
CSV,NVIDIA H100,90.00,750007062,1,1,2206.09,3467.90,5673.99,15.8620,24.00,3.00,27.00,0.3
CSV,NVIDIA H100,90.00,750007062,1,1,2049.73,3109.60,5159.33,17.4443,24.00,3.00,27.00,0.3
CSV,NVIDIA H100,90.00,750007062,1,1,1817.86,1846.68,3664.54,24.5599,24.00,3.00,27.00,0.3
