B3_direct_sort,100000000,32,21.48,37.25,PASS
B3_direct_sort,100000000,24,18.35,43.60,PASS
B3_direct_sort,100000000,20,18.36,43.58,PASS
B3_direct_sort,100000000,16,12.45,64.25,PASS
B3_direct_sort,100000000,8,6.56,122.00,PASS
